id,tweetText,tweetURL,type,tweetAuthor,handle,geo,mentions,hashtags,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL,source_file,combined_timestamp
58,"@HedgehogCabin Next time I have man flu, I might not bother alerting local hospitals &amp; just self admit to yours :)",https://x.com/patswaz2/status/1852270874914627753,tweet,patswaz,@patswaz2,,@HedgehogCabin,,1,0,0,8,223,0,2024-11-01 01:46:04,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
59,Flying fish to cure this flu.......,https://x.com/Iam_fefi/status/1852263924856467707,tweet,Local woman,@Iam_fefi,Malawi,,,3,0,0,1,354,0,2024-11-01 01:18:27,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
60,@VABVOX @KamalaHQ As my local pharmacist said - Fridays are crazy for flu and Covid vaccines because people expect to feel badly the next day. Her way of asking this retired person to come on a Wednesday 😉. I always tried to schedule my kids’ boosters on Friday for the same reason. Science.,https://x.com/MarybethMahrer/status/1852194137342152757,tweet,Marybeth Mahrer,@MarybethMahrer,,"@VABVOX,@KamalaHQ",,0,0,0,0,34,0,2024-10-31 20:41:09,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
61,"End of October reminder: Get your flu shot! Now is the best time to get it if you haven’t yet. Make sure you’re ready for flu season, make a vaccination appointment with your healthcare provider or local health department. https://t.co/BSc81g3tfy",https://x.com/OHdeptofhealth/status/1852161910260576658,tweet,Ohio Dept of Health,@OHdeptofhealth,Ohio,,,1,0,5,6,1809,0,2024-10-31 18:33:05,https://pbs.twimg.com/media/GbQzbNOX0AAPTcT.jpg,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
62,@RexChapman @ElieNYC A friends daughter who was a cheerleader at a local high school took the flu vaccine and it paralyzed her from the waist down. There is plenty of people that’s never had a flu shot including me you fuckin🤡,https://x.com/Kylegend21/status/1852152681021714616,tweet,Kylegend21,@Kylegend21,,"@RexChapman,@ElieNYC",,0,0,0,0,7,0,2024-10-31 17:56:25,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
63,1st US case of bird flu in a pig raises concerns over potential human threat https://t.co/676zm7hd7a,https://x.com/KSNBLocal4/status/1852131700786037016,tweet,KSNB Local4,@KSNBLocal4,Central Nebraska,,,0,0,0,0,227,0,2024-10-31 16:33:03,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
64,@pullovergirl Is this where you post your local Boots branch on socials and randos buy you all the different (cold/flu based) #shots,https://x.com/OllyBacon/status/1852130066462896415,tweet,2024? Bacon,@OllyBacon,Nooorf London,@pullovergirl,#shots,1,0,0,1,24,0,2024-10-31 16:26:33,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
65,"@BGatesIsaPyscho Local vaccine production is a priority for the G20, says Brazil's Health Minister. Even seasonal flu vaccines will use mRNA technology. https://t.co/lhSucsLshc",https://x.com/LesSa50907191/status/1852126310341935252,tweet,Les Sa,@LesSa50907191,,@BGatesIsaPyscho,,0,0,0,1,113,0,2024-10-31 16:11:37,https://pbs.twimg.com/media/GbQS4E8W8AAlxQh.png,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
66,Can I get bird flu from eating eggs? Drinking milk? We asked a disease expert https://t.co/oOCMOWMU0l,https://x.com/wcdailylocal/status/1852124678745170254,tweet,Daily Local News,@wcdailylocal,"West Chester, Pa.",,,0,0,1,1,219,0,2024-10-31 16:05:08,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
67,"@astrobocajrs @marmiami0101 Nunca vieron el día, tenían mal la carta del flu y tomaron a Boca como local",https://x.com/ase04_/status/1852122201039998990,tweet,gusa,@ase04_,,"@astrobocajrs,@marmiami0101",,0,0,0,1,165,0,2024-10-31 15:55:18,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
68,"@IonMagus Trust me, they've lots of bread to eat to reach a real cult level, now they're just a small local church with 10 members, loud for sure, but still pretty tiny 😂",https://x.com/Sci_Flu/status/1852115634559066247,tweet,𝕾𝖈𝖎-𝕱𝖑𝖚 🏳️‍🌈,@Sci_Flu,The Neighborhood Graveyard,@IonMagus,,0,0,0,1,29,0,2024-10-31 15:29:12,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
69,A pig has been diagnosed with bird flu in the US for the first time it’s on our local news channel 13 here we go,https://x.com/Jacquelinn1969/status/1852096061118271921,tweet,Jacqueline B-Angels2Spirits,@Jacquelinn1969,North East ,,,1,1,0,1,93,0,2024-10-31 14:11:25,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
70,"The flu shot is now available at Pharmacies across Brantford-Brant. The flu shot is free and is your best defense against the flu. Contact your local pharmacy to ask how you can receive your flu shot. For more information, visit https://t.co/gwOBY7WbPi https://t.co/DBWnImU8jF",https://x.com/BrantHealthUnit/status/1852092706945737040,tweet,Brant County Health Unit,@BrantHealthUnit,"Brantford, Ontario",,,0,0,0,1,199,0,2024-10-31 13:58:06,https://pbs.twimg.com/media/GbP0fDdWIAADq7v.jpg,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
71,"My Halloween plans?

Sitting in my local pharmacy getting flu and COVID jabs 👌🏻",https://x.com/talonfast/status/1852089095180140624,tweet,Talon Fast,@talonfast,United Kingdom,,,1,0,1,14,412,0,2024-10-31 13:43:45,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
72,"@juquiaramos E detalhe, tinha um carro da polícia no local ksksks https://t.co/eK2VAn6sCL",https://x.com/GanseteFFC/status/1852085920721453137,tweet,CAMPEÃO DA AMÉRICA 🇭🇺 #SAUDADESDOLL,@GanseteFFC,,@juquiaramos,,0,0,0,1,23,0,2024-10-31 13:31:08,https://pbs.twimg.com/ext_tw_video_thumb/1852085899443499008/pu/img/agV9i2N0I7nR2bue.jpg,https://video.twimg.com/ext_tw_video/1852085899443499008/pu/vid/avc1/1280x720/Twzl61gJUkEdSI0H.mp4?tag=12,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
73,"It’s that time of the year again to get your seasonal flu and covid-19 booster vaccines! Protect yourself, community, friends and family this holiday season. Vaccines are available for free at your local pharmacy or health department! #SaveLives #GetVaccinated #BoostImmunity",https://x.com/KateCole85/status/1852067377015304293,tweet,Katherine Cole,@KateCole85,"Indianapolis, IN",,"#SaveLives,#GetVaccinated,#BoostImmunity",0,0,0,0,17,0,2024-10-31 12:17:27,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
74,"I volunteered at our local vaccination centre this week and couldn't believe how many over 65s were having flu vaccines but not COVID. I couldn't say to them ""are you fucking stupid, it's more serious than flu"". Hey ho, another example of Darwinism in action!",https://x.com/poppies_score/status/1852060234598224198,tweet,Poppies score 🇺🇦,@poppies_score,Wherever we're playing!,,,1,0,0,1,135,0,2024-10-31 11:49:04,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
75,"@agusbuso @Thiago220103_1 @BocaEnLaCopa Pero el año pasado no se jugó en el Maracaná?
No habia un equipo de Rio que incluso llegó a la final?
Incluso hubo dos de Rio en octavos
Tuvo ventaja Flu por ser local?
Si la sede elegida desde el año pasado era Buenos Aires, era mas que obvio que se iba a jugar en el Monunemtal",https://x.com/javipower/status/1852049507577364801,tweet,Javi Power,@javipower,Buenos Aires,"@agusbuso,@Thiago220103_1,@BocaEnLaCopa",,2,0,0,5,40,0,2024-10-31 11:06:26,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
76,"@futebol_info Tinha carro da polícia no local 🤣🤣👌 mas quem tinha que reprimir FORA do estádio era os clubes mandante e visitante
Parabéns STJD https://t.co/TXeBMDTeU3",https://x.com/GanseteFFC/status/1852045032431186382,tweet,CAMPEÃO DA AMÉRICA 🇭🇺 #SAUDADESDOLL,@GanseteFFC,,@futebol_info,,0,0,0,0,39,0,2024-10-31 10:48:39,"https://pbs.twimg.com/ext_tw_video_thumb/1852045003335389184/pu/img/Ga9FdN5-ZvdB-KBd.jpg,https://pbs.twimg.com/media/GbPJHxMWoAAdsHX.jpg",https://video.twimg.com/ext_tw_video/1852045003335389184/pu/vid/avc1/1280x720/nRGhCjuYURqG7sCL.mp4?tag=12,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
77,"@Sebas1901AL @Copitaedits Fue el que nos eliminó, contra Liga de Quito ganamos de local y perdimos de visita mientras que con Junior empatamos ambos partidos, Botafogo que ahora es finalista nos eliminó, y no es que me jacte de nada pero ustedes maximizaron su partido con Flu y menospreciaron a bota xD",https://x.com/DaelIbarcena48/status/1852022606616027219,tweet,Dael Ibárcena 💛♥️🇵🇪🏆🥇Ⓤ,@DaelIbarcena48,,"@Sebas1901AL,@Copitaedits",,1,0,0,0,105,0,2024-10-31 09:19:32,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
78,1st US case of bird flu in a pig raises concerns over potential human threat https://t.co/M4ZZBlebdD,https://x.com/weareiowa5news/status/1852015184014918015,tweet,Local 5 News,@weareiowa5news,"West Des Moines, IA",,,0,0,0,0,220,0,2024-10-31 08:50:03,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
79,"Get ready to prioritize your body and well-being NEXT WEEK at SIEDC's Annual Health &amp; Wellness Expo. Whether you're looking to get your annual flu shot or searching for local healthcare services, there's something for everyone to gain.

Learn more: https://t.co/CERKY98qD2. https://t.co/Aqu3WLx8Uo",https://x.com/SIEDC/status/1852002295740809613,tweet,SIEDC,@SIEDC,201 Edward Curry Avenue ,,,0,0,0,0,22,0,2024-10-31 07:58:50,https://pbs.twimg.com/media/GbOiB9KWUAAKj_J.jpg,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
80,"@lucas_delamore Acho que essa galera no geral é OFF Rio, não consigo acreditar que alguém torça pra um rival local.

Ano passado eu torci pra caralho pro Palmeiras passar na Liberta e vencer o Flu na final, só quem mora no RJ sabe o inferno..",https://x.com/caiocfialho/status/1851999601135362299,tweet,Caio Fialho,@caiocfialho,"Rio de Janeiro, Brazil",@lucas_delamore,,1,0,0,0,133,0,2024-10-31 07:48:08,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
81,"They'll never stopped until they are all jailed &amp; bankrupted into oblivion.
My local grocery store handed me a coupon for a ""free"" flu jab, and 10% of my next grocery order if I complied.
Bit of a step up from free fries and jelly donuts, but not by much.
Enough.",https://x.com/StopShoutBlog/status/1851994925941899689,tweet,Stop Shouting,@StopShoutBlog,,,,0,0,0,0,28,0,2024-10-31 07:29:33,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
82,"@dlfuentegonza @ValentinoQepd @Browwningg @notluisdelpi dale, tenían una final a medida como el Flu el año pasado, local con toda su gente y un equipazo",https://x.com/Godet23/status/1851988882889318880,tweet,Godet_,@Godet23,"Buenos Aires, Argentina ","@dlfuentegonza,@ValentinoQepd,@Browwningg,@notluisdelpi",,1,0,0,1,56,0,2024-10-31 07:05:32,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
83,"@TruthSeeker84x3 Been seeing this since August at a local health centre, they are now doing flu and covid together.
I heard people saying how ill they have been after the last one but still go for more. 
It's no use saying anything, they are beyond help at this stage.",https://x.com/GmPoobear/status/1851975139987956218,tweet,Gill,@GmPoobear,"Essex, UK",@TruthSeeker84x3,,0,0,0,1,17,0,2024-10-31 06:10:56,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
84,1st US case of bird flu in a pig raises concerns over potential human threat  via Local 10 https://t.co/fRtvBMdFUS,https://x.com/Georgeoxar/status/1851967413970981351,tweet,George Oxar,@Georgeoxar,"North Miami, FL",,,0,0,0,0,17,0,2024-10-31 05:40:14,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
85,"@AnnadeBuisseret I had a letter a while ago ""inviting"" me for both  Covid and flu jabs. I handed in a scathing letter to my local health clinic.",https://x.com/cherbic555/status/1851952277734449543,tweet,Colin Cherry,@cherbic555,Oxford,@AnnadeBuisseret,,0,0,0,0,82,0,2024-10-31 04:40:05,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
86,"Flu season is upon us, and no one likes to get sick.
To ensure you have some protection from the flu this year, visit your Nurse Practitioner, local pharmacy or other primary care provider to receive your flu shot and #FightTheFlu! 

Learn more at https://t.co/KRDGA3E5B7 https://t.co/dIGVB8W0ki",https://x.com/NS_nurses/status/1851950276787237128,tweet,The NSNU,@NS_nurses,,,#FightTheFlu,0,0,0,1,37,0,2024-10-31 04:32:08,https://pbs.twimg.com/media/GbNy8_TWgAAS1qI.jpg,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
87,@AnnadeBuisseret Yes! I have had about 8-10 texts from the local surgery  and 2-3 letters from the NHS in the past 6-8 weeks. I have never ever had a flu shot there.,https://x.com/AuthorMemoir/status/1851950248538611842,tweet,MyMemoir,@AuthorMemoir,,@AnnadeBuisseret,,0,0,0,0,42,0,2024-10-31 04:32:01,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
88,First-ever US pig tests positive for bird flu in Oregon https://t.co/ZqZ0V0DVQe,https://x.com/KAMRLocal4News/status/1851938651166454109,tweet,KAMR Local 4 News,@KAMRLocal4News,"Amarillo, TX",,,0,0,0,0,160,0,2024-10-31 03:45:56,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
89,"@Kevin_McKernan I am going to go back and take a pic at the local Walgreens of the masked skeleton pimping flu shots, quite the image (and yeah, they knew what they were doing #revelationofthemethod )",https://x.com/suseyblue/status/1851936837310300375,tweet,Tiger Lilly,@suseyblue,,@Kevin_McKernan,#revelationofthemethod,0,0,0,0,73,0,2024-10-31 03:38:43,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
90,"@InformedNJNurse We’re seeing an increase in PNA in my local hospital as well. Some covid. But the sickest have PNA while testing negative for flu a, b and Covid all 3.",https://x.com/cheramie_lisa/status/1851888841923199066,tweet,Lisa Cheramie,@cheramie_lisa,,@InformedNJNurse,,1,1,0,7,3324,1,2024-10-31 00:28:01,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
91,"Flu and Covid-19 vaccinations are available for all staff across Dublin North City and County. Click on the link to find your local winter vaccination clinic.  https://t.co/Uk688ADGoY
@HsehealthW https://t.co/SmJ6WGf4NC",https://x.com/HSECHODNCC/status/1851888587303682109,tweet,HSE CHO DNCC,@HSECHODNCC,North Dublin City and County,@HsehealthW,,0,0,0,0,102,0,2024-10-31 00:27:00,https://pbs.twimg.com/media/GaAiQgxW4AADjhJ.jpg,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
92,"Amidst a rise in bird flu cases in the Pacific Northwest, including the first-ever human cases of bird flu, officials announced Wednesday the first-ever case of H5N1 Influenza spread to a pig in the U.S. at a farm in Oregon. https://t.co/PGOL3TZtx1",https://x.com/KAMRLocal4News/status/1851881841164251605,tweet,KAMR Local 4 News,@KAMRLocal4News,"Amarillo, TX",,,0,0,0,0,136,0,2024-10-31 00:00:11,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
93,Very important I may add here this is AN INSURGENCY AGAINST THIS COUNTRY…. We are the COUNTER INSURGENCY with POTUS & marines & national guard and local police…BIRDFLU HNI5/ SWINE FLU they NEED US TO WEAR MASKS like they did in 2020 RIOTS to COVER THE FACES OF THE DEEP STATE ARMIES THEY ILLEGALLY FLEW AND LET IN to fight us and help the criminals who took over our country … we 👀👀you!!!,https://x.com/bobbybaeza25019/status/1851849862620336365,tweet,Bob Lazar 💀🇱🇷leatherneck🇱🇷,@bobbybaeza25019,Area 51 ,,,0,0,0,0,46,0,2024-10-30 21:53:07,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
94,I don’t know if the covid + flu shot next year will be worth these god awful side effects. it has exacerbated my MS in ways it hasn’t done in previous years. I’m miserable 🥺,https://x.com/Social_Twerker/status/1851846073976832055,tweet,local MS hottie,@Social_Twerker,"Durham, NC",,,3,0,0,0,237,0,2024-10-30 21:38:04,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
95,"POOR PORKY: H5N1 bird flu has been identified in a pig in the United States for the first time, the US Department of Agriculture said Wednesday. https://t.co/YfmBb1uEnX",https://x.com/Local3News/status/1851844800149955021,tweet,Local 3 News,@Local3News,"Chattanooga, TN",,,0,0,0,1,534,0,2024-10-30 21:33:00,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
96,"I don't really agree with one-issue Christian voters, especially since Roe v. Wade has been overturned and is no longer a federal issue but rather a state issue now. This is where Christians should focus our prayers, relationship building, and efforts at a local grassroots level. 

Calling someone a dictator? That's amusing. Wasn't it the DNC that replaced Joe Biden with Kamala?  That's my friend is authoritarian. The DNC sidelining the democratic norms of primary voting and delegate representation. This approach limited direct voter involvement, reflecting top-down control rather than broad-based democratic participation. 

Straight Authoritarian.",https://x.com/TwineFlu/status/1851842236561953029,tweet,Woodley Polynice,@TwineFlu,"Texas, USA","@JusticeCat0106,@aprilajoyr",,0,0,0,0,7,0,2024-10-30 21:22:49,,,TwiBot-undefined-20241103_055535.csv,2024-11-04 06:06:24.793795
